emoticon,cnt,emoji,name,group,sub_group
_last_track_button_,1,⏮️,last track button,Symbols,av-symbol
_Japanese_open_for_business_button_,1,🈺,Japanese “open for business” button,Symbols,alphanum
_medical_symbol_,1,⚕️,medical symbol,Symbols,other-symbol
_woman_elf_light_skin_tone_,1,🧝🏻‍♀️,woman elf: light skin tone,People & Body,person-fantasy
_woman_elf_,1,🧝‍♀️,woman elf,People & Body,person-fantasy
_men_wrestling_,1,🤼‍♂️,men wrestling,People & Body,person-sport
_woman_in_lotus_position_medium_skin_tone_,1,🧘🏽‍♀️,woman in lotus position: medium skin tone,People & Body,person-resting
_man_rowing_boat_,1,🚣‍♂️,man rowing boat,People & Body,person-sport
_woman_in_steamy_room_light_skin_tone_,1,🧖🏻‍♀️,woman in steamy room: light skin tone,People & Body,person-activity
_man_health_worker_medium-light_skin_tone_,1,👨🏼‍⚕️,man health worker: medium-light skin tone,People & Body,person-role
_man_frowning_,1,🙍‍♂️,man frowning,People & Body,person-gesture
_man_frowning_medium-dark_skin_tone_,1,🙍🏾‍♂️,man frowning: medium-dark skin tone,People & Body,person-gesture
_man_frowning_medium-light_skin_tone_,1,🙍🏼‍♂️,man frowning: medium-light skin tone,People & Body,person-gesture
_Capricorn_,1,♑,Capricorn,Symbols,zodiac
_man_gesturing_OK_medium_skin_tone_,1,🙆🏽‍♂️,man gesturing OK: medium skin tone,People & Body,person-gesture
_man_getting_massage_,1,💆‍♂️,man getting massage,People & Body,person-activity
_man_golfing_,1,🏌️‍♂️,man golfing,People & Body,person-sport
_Clipperton_Island_,1,🇨🇵,flag: Clipperton Island,Flags,country-flag
_woman_teacher_medium_skin_tone_,1,👩🏽‍🏫,woman teacher: medium skin tone,People & Body,person-role
_woman_teacher_medium-light_skin_tone_,1,👩🏼‍🏫,woman teacher: medium-light skin tone,People & Body,person-role
_man_in_lotus_position_light_skin_tone_,1,🧘🏻‍♂️,man in lotus position: light skin tone,People & Body,person-resting
_man_farmer_light_skin_tone_,1,👨🏻‍🌾,man farmer: light skin tone,People & Body,person-role
_man_judge_,1,👨‍⚖️,man judge,People & Body,person-role
_woman_surfing_medium_skin_tone_,1,🏄🏽‍♀️,woman surfing: medium skin tone,People & Body,person-sport
_woman_surfing_medium-light_skin_tone_,1,🏄🏼‍♀️,woman surfing: medium-light skin tone,People & Body,person-sport
_man_juggling_,1,🤹‍♂️,man juggling,People & Body,person-sport
_man_juggling_light_skin_tone_,1,🤹🏻‍♂️,man juggling: light skin tone,People & Body,person-sport
_woman_superhero_,1,🦸‍♀️,woman superhero,People & Body,person-fantasy
_woman_student_medium-dark_skin_tone_,1,👩🏾‍🎓,woman student: medium-dark skin tone,People & Body,person-role
_woman_standing_light_skin_tone_,1,🧍🏻‍♀️,woman standing: light skin tone,People & Body,person-activity
_woman_vampire_light_skin_tone_,1,🧛🏻‍♀️,woman vampire: light skin tone,People & Body,person-fantasy
_man_farmer_,1,👨‍🌾,man farmer,People & Body,person-role
_man_light_skin_tone_bald_,1,👨🏻‍🦲,"man: light skin tone, bald",People & Body,person
_man_artist_light_skin_tone_,1,👨🏻‍🎨,man artist: light skin tone,People & Body,person-role
_man_cartwheeling_medium_skin_tone_,1,🤸🏽‍♂️,man cartwheeling: medium skin tone,People & Body,person-sport
_man_climbing_,1,🧗‍♂️,man climbing,People & Body,person-activity
_man_dancing_dark_skin_tone_,1,🕺🏿,man dancing: dark skin tone,People & Body,person-activity
_yellow_square_,1,🟨,yellow square,Symbols,geometric
_ATM_sign_,1,🏧,ATM sign,Symbols,transport-sign
_man_artist_medium-light_skin_tone_,1,👨🏼‍🎨,man artist: medium-light skin tone,People & Body,person-role
_Albania_,1,🇦🇱,flag: Albania,Flags,country-flag
_yarn_,1,🧶,yarn,Activities,arts & crafts
_Andorra_,1,🇦🇩,flag: Andorra,Flags,country-flag
_man_dark_skin_tone_bald_,1,👨🏿‍🦲,"man: dark skin tone, bald",People & Body,person
_writing_hand_dark_skin_tone_,1,✍🏿,writing hand: dark skin tone,People & Body,hand-prop
_woman_walking_medium-light_skin_tone_,1,🚶🏼‍♀️,woman walking: medium-light skin tone,People & Body,person-activity
_Aries_,1,♈,Aries,Symbols,zodiac
_Austria_,1,🇦🇹,flag: Austria,Flags,country-flag
_man_elf_light_skin_tone_,1,🧝🏻‍♂️,man elf: light skin tone,People & Body,person-fantasy
_man_artist_,1,👨‍🎨,man artist,People & Body,person-role
_mahjong_red_dragon_,1,🀄,mahjong red dragon,Activities,game
_Bulgaria_,1,🇧🇬,flag: Bulgaria,Flags,country-flag
_CL_button_,1,🆑,CL button,Symbols,alphanum
_man_fairy_dark_skin_tone_,1,🧚🏿‍♂️,man fairy: dark skin tone,People & Body,person-fantasy
_woman_with_headscarf_light_skin_tone_,1,🧕🏻,woman with headscarf: light skin tone,People & Body,person-role
_woman_wearing_turban_light_skin_tone_,1,👳🏻‍♀️,woman wearing turban: light skin tone,People & Body,person-role
_woman_singer_medium-dark_skin_tone_,1,👩🏾‍🎤,woman singer: medium-dark skin tone,People & Body,person-role
_woman_singer_,1,👩‍🎤,woman singer,People & Body,person-role
_man_supervillain_light_skin_tone_,1,🦹🏻‍♂️,man supervillain: light skin tone,People & Body,person-fantasy
_man_singer_,1,👨‍🎤,man singer,People & Body,person-role
_llama_,1,🦙,llama,Animals & Nature,animal-mammal
_lizard_,1,🦎,lizard,Animals & Nature,animal-reptile
_woman_medium_skin_tone_curly_hair_,1,👩🏽‍🦱,"woman: medium skin tone, curly hair",People & Body,person
_woman_bald_,1,👩‍🦲,woman: bald,People & Body,person
_Iran_,1,🇮🇷,flag: Iran,Flags,country-flag
_man_running_medium-dark_skin_tone_,1,🏃🏾‍♂️,man running: medium-dark skin tone,People & Body,person-activity
_man_scientist_medium_skin_tone_,1,👨🏽‍🔬,man scientist: medium skin tone,People & Body,person-role
_woman_mage_medium-light_skin_tone_,1,🧙🏼‍♀️,woman mage: medium-light skin tone,People & Body,person-fantasy
_woman_mage_medium-dark_skin_tone_,1,🧙🏾‍♀️,woman mage: medium-dark skin tone,People & Body,person-fantasy
_light_rail_,1,🚈,light rail,Travel & Places,transport-ground
_woman_light_skin_tone_curly_hair_,1,👩🏻‍🦱,"woman: light skin tone, curly hair",People & Body,person
_woman_pilot_,1,👩‍✈️,woman pilot,People & Body,person-role
_man_student_dark_skin_tone_,1,👨🏿‍🎓,man student: dark skin tone,People & Body,person-role
_woman_light_skin_tone_bald_,1,👩🏻‍🦲,"woman: light skin tone, bald",People & Body,person
_man_student_medium-dark_skin_tone_,1,👨🏾‍🎓,man student: medium-dark skin tone,People & Body,person-role
_man_superhero_,1,🦸‍♂️,man superhero,People & Body,person-fantasy
_man_superhero_light_skin_tone_,1,🦸🏻‍♂️,man superhero: light skin tone,People & Body,person-fantasy
_woman_kneeling_light_skin_tone_,1,🧎🏻‍♀️,woman kneeling: light skin tone,People & Body,person-activity
_woman_juggling_light_skin_tone_,1,🤹🏻‍♀️,woman juggling: light skin tone,People & Body,person-sport
_woman_judge_medium-light_skin_tone_,1,👩🏼‍⚖️,woman judge: medium-light skin tone,People & Body,person-role
_woman_judge_medium-dark_skin_tone_,1,👩🏾‍⚖️,woman judge: medium-dark skin tone,People & Body,person-role
_woman_in_tuxedo_,1,🤵‍♀️,woman in tuxedo,People & Body,person-role
_man_raising_hand_medium-dark_skin_tone_,1,🙋🏾‍♂️,man raising hand: medium-dark skin tone,People & Body,person-gesture
_woman_playing_handball_,1,🤾‍♀️,woman playing handball,People & Body,person-sport
_locked_with_pen_,1,🔏,locked with pen,Objects,lock
_Finland_,1,🇫🇮,flag: Finland,Flags,country-flag
_woman_scientist_medium_skin_tone_,1,👩🏽‍🔬,woman scientist: medium skin tone,People & Body,person-role
_woman_scientist_medium-dark_skin_tone_,1,👩🏾‍🔬,woman scientist: medium-dark skin tone,People & Body,person-role
_man_medium-light_skin_tone_bald_,1,👨🏼‍🦲,"man: medium-light skin tone, bald",People & Body,person
_woman_scientist_dark_skin_tone_,1,👩🏿‍🔬,woman scientist: dark skin tone,People & Body,person-role
_man_pilot_,1,👨‍✈️,man pilot,People & Body,person-role
_Egypt_,1,🇪🇬,flag: Egypt,Flags,country-flag
_FREE_button_,1,🆓,FREE button,Symbols,alphanum
_woman_rowing_boat_,1,🚣‍♀️,woman rowing boat,People & Body,person-sport
_man_playing_handball_light_skin_tone_,1,🤾🏻‍♂️,man playing handball: light skin tone,People & Body,person-sport
_man_playing_water_polo_,1,🤽‍♂️,man playing water polo,People & Body,person-sport
_woman_playing_water_polo_,1,🤽‍♀️,woman playing water polo,People & Body,person-sport
_man_playing_water_polo_light_skin_tone_,1,🤽🏻‍♂️,man playing water polo: light skin tone,People & Body,person-sport
_woman_raising_hand_dark_skin_tone_,1,🙋🏿‍♀️,woman raising hand: dark skin tone,People & Body,person-gesture
_ID_button_,1,🆔,ID button,Symbols,alphanum
_woman_pouting_medium-light_skin_tone_,1,🙎🏼‍♀️,woman pouting: medium-light skin tone,People & Body,person-gesture
_man_police_officer_medium-light_skin_tone_,1,👮🏼‍♂️,man police officer: medium-light skin tone,People & Body,person-role
_woman_police_officer_medium-dark_skin_tone_,1,👮🏾‍♀️,woman police officer: medium-dark skin tone,People & Body,person-role
_man_police_officer_medium_skin_tone_,1,👮🏽‍♂️,man police officer: medium skin tone,People & Body,person-role
_woman_police_officer_,1,👮‍♀️,woman police officer,People & Body,person-role
_woman_playing_water_polo_medium_skin_tone_,1,🤽🏽‍♀️,woman playing water polo: medium skin tone,People & Body,person-sport
_woman_playing_water_polo_medium-light_skin_tone_,1,🤽🏼‍♀️,woman playing water polo: medium-light skin tone,People & Body,person-sport
_Libra_,1,♎,Libra,Symbols,zodiac
_cook_light_skin_tone_,1,🧑🏻‍🍳,cook: light skin tone,People & Body,person-role
_moon_cake_,1,🥮,moon cake,Food & Drink,food-asian
_star_and_crescent_,1,☪️,star and crescent,Symbols,religion
_pinching_hand_light_skin_tone_,1,🤏🏻,pinching hand: light skin tone,People & Body,hand-fingers-partial
_bowling_,1,🎳,bowling,Activities,sport
_pinching_hand_medium-light_skin_tone_,1,🤏🏼,pinching hand: medium-light skin tone,People & Body,hand-fingers-partial
_pinching_hand_medium_skin_tone_,1,🤏🏽,pinching hand: medium skin tone,People & Body,hand-fingers-partial
_family_man_woman_girl_girl_,1,👨‍👩‍👧‍👧,"family: man, woman, girl, girl",People & Body,family
_ping_pong_,1,🏓,ping pong,Activities,sport
_family_man_woman_boy_boy_,1,👨‍👩‍👦‍👦,"family: man, woman, boy, boy",People & Body,family
_family_man_girl_,1,👨‍👧,"family: man, girl",People & Body,family
_stop_button_,1,⏹️,stop button,Symbols,av-symbol
_star_of_David_,1,✡️,star of David,Symbols,religion
_face_with_spiral_eyes_,1,😵‍💫,face with spiral eyes,Smileys & Emotion,face-unwell
_bookmark_,1,🔖,bookmark,Objects,book-paper
_eye_in_speech_bubble_,1,👁️‍🗨️,eye in speech bubble,Smileys & Emotion,emotion
_postal_horn_,1,📯,postal horn,Objects,sound
_postbox_,1,📮,postbox,Objects,mail
_eject_button_,1,⏏️,eject button,Symbols,av-symbol
_eight-spoked_asterisk_,1,✳️,eight-spoked asterisk,Symbols,other-symbol
_breast-feeding_light_skin_tone_,1,🤱🏻,breast-feeding: light skin tone,People & Body,person-role
_spoon_,1,🥄,spoon,Food & Drink,dishware
_princess_dark_skin_tone_,1,👸🏿,princess: dark skin tone,People & Body,person-role
_spiral_notepad_,1,🗒️,spiral notepad,Objects,office
_purple_circle_,1,🟣,purple circle,Symbols,geometric
_sun_behind_large_cloud_,1,🌥️,sun behind large cloud,Travel & Places,sky & weather
_pinched_fingers_medium-dark_skin_tone_,1,🤌🏾,pinched fingers: medium-dark skin tone,People & Body,hand-fingers-partial
_moon_viewing_ceremony_,1,🎑,moon viewing ceremony,Activities,event
_person_taking_bath_medium-light_skin_tone_,1,🛀🏼,person taking bath: medium-light skin tone,People & Body,person-resting
_person_pouting_light_skin_tone_,1,🙎🏻,person pouting: light skin tone,People & Body,person-gesture
_fire_extinguisher_,1,🧯,fire extinguisher,Objects,household
_person_raising_hand_medium_skin_tone_,1,🙋🏽,person raising hand: medium skin tone,People & Body,person-gesture
_person_running_medium-dark_skin_tone_,1,🏃🏾,person running: medium-dark skin tone,People & Body,person-activity
_person_running_medium_skin_tone_,1,🏃🏽,person running: medium skin tone,People & Body,person-activity
_field_hockey_,1,🏑,field hockey,Activities,sport
_person_shrugging_medium_skin_tone_,1,🤷🏽,person shrugging: medium skin tone,People & Body,person-gesture
_person_standing_,1,🧍,person standing,People & Body,person-activity
_person_swimming_light_skin_tone_,1,🏊🏻,person swimming: light skin tone,People & Body,person-sport
_person_swimming_medium-light_skin_tone_,1,🏊🏼,person swimming: medium-light skin tone,People & Body,person-sport
_fax_machine_,1,📠,fax machine,Objects,phone
_pig_nose_,1,🐽,pig nose,Animals & Nature,animal-mammal
_fast_up_button_,1,⏫,fast up button,Symbols,av-symbol
_person_wearing_turban_,1,👳,person wearing turban,People & Body,person-role
_taco_,1,🌮,taco,Food & Drink,food-prepared
_person_wearing_turban_light_skin_tone_,1,👳🏻,person wearing turban: light skin tone,People & Body,person-role
_black_square_button_,1,🔲,black square button,Symbols,geometric
_synagogue_,1,🕍,synagogue,Travel & Places,place-religious
_swan_,1,🦢,swan,Animals & Nature,animal-bird
_person_with_skullcap_medium-light_skin_tone_,1,👲🏼,person with skullcap: medium-light skin tone,People & Body,person-role
_superhero_light_skin_tone_,1,🦸🏻,superhero: light skin tone,People & Body,person-fantasy
_petri_dish_,1,🧫,petri dish,Objects,science
_raccoon_,1,🦝,raccoon,Animals & Nature,animal-mammal
_double_curly_loop_,1,➿,double curly loop,Symbols,other-symbol
_dotted_six-pointed_star_,1,🔯,dotted six-pointed star,Symbols,religion
_scientist_,1,🧑‍🔬,scientist,People & Body,person-role
_crossed_flags_,1,🎌,crossed flags,Flags,flag
_roll_of_paper_,1,🧻,roll of paper,Objects,household
_cricket_game_,1,🏏,cricket game,Activities,sport
_sled_,1,🛷,sled,Activities,sport
_circus_tent_,1,🎪,circus tent,Travel & Places,place-other
_rugby_football_,1,🏉,rugby football,Activities,sport
_skateboard_,1,🛹,skateboard,Travel & Places,transport-ground
_singer_light_skin_tone_,1,🧑🏻‍🎤,singer: light skin tone,People & Body,person-role
_clamp_,1,🗜️,clamp,Objects,tool
_scientist_medium_skin_tone_,1,🧑🏽‍🔬,scientist: medium skin tone,People & Body,person-role
_raised_back_of_hand_medium-dark_skin_tone_,1,🤚🏾,raised back of hand: medium-dark skin tone,People & Body,hand-fingers-open
_clockwise_vertical_arrows_,1,🔃,clockwise vertical arrows,Symbols,arrow
_closed_mailbox_with_lowered_flag_,1,📪,closed mailbox with lowered flag,Objects,mail
_shuffle_tracks_button_,1,🔀,shuffle tracks button,Symbols,av-symbol
_couple_with_heart_woman_woman_,1,👩‍❤️‍👩,"couple with heart: woman, woman",People & Body,family
_cloud_with_lightning_,1,🌩️,cloud with lightning,Travel & Places,sky & weather
_coin_,1,🪙,coin,Objects,money
_copyright_,1,©️,copyright,Symbols,other-symbol
_computer_disk_,1,💽,computer disk,Objects,computer
_cook_medium-light_skin_tone_,1,🧑🏼‍🍳,cook: medium-light skin tone,People & Body,person-role
_right-facing_fist_medium_skin_tone_,1,🤜🏽,right-facing fist: medium skin tone,People & Body,hand-fingers-closed
_children_crossing_,1,🚸,children crossing,Symbols,warning
_rice_cracker_,1,🍘,rice cracker,Food & Drink,food-asian
_customs_,1,🛃,customs,Symbols,transport-sign
_diving_mask_,1,🤿,diving mask,Activities,sport
_sparkle_,1,❇️,sparkle,Symbols,other-symbol
_raised_hand_dark_skin_tone_,1,✋🏿,raised hand: dark skin tone,People & Body,hand-fingers-open
_softball_,1,🥎,softball,Activities,sport
_diamond_with_a_dot_,1,💠,diamond with a dot,Symbols,geometric
_socks_,1,🧦,socks,Objects,clothing
_raising_hands_dark_skin_tone_,1,🙌🏿,raising hands: dark skin tone,People & Body,hands
_department_store_,1,🏬,department store,Travel & Places,place-building
_red_envelope_,1,🧧,red envelope,Activities,event
_deaf_woman_,1,🧏‍♀️,deaf woman,People & Body,person-gesture
_deaf_person_light_skin_tone_,1,🧏🏻,deaf person: light skin tone,People & Body,person-gesture
_deaf_man_light_skin_tone_,1,🧏🏻‍♂️,deaf man: light skin tone,People & Body,person-gesture
_canoe_,1,🛶,canoe,Travel & Places,transport-water
_red_square_,1,🟥,red square,Symbols,geometric
_snail_,1,🐌,snail,Animals & Nature,animal-bug
_card_index_,1,📇,card index,Objects,office
_reminder_ribbon_,1,🎗️,reminder ribbon,Activities,event
_repeat_single_button_,1,🔂,repeat single button,Symbols,av-symbol
_restroom_,1,🚻,restroom,Symbols,transport-sign
_reverse_button_,1,◀️,reverse button,Symbols,av-symbol
_person_pouting_,1,🙎,person pouting,People & Body,person-gesture
_bell_pepper_,1,🫑,bell pepper,Food & Drink,food-vegetable
_person_medium_skin_tone_beard_,1,🧔🏽,"person: medium skin tone, beard",People & Body,person
_waning_gibbous_moon_,1,🌖,waning gibbous moon,Travel & Places,sky & weather
_nine-thirty_,1,🕤,nine-thirty,Travel & Places,time
_waving_hand_medium-dark_skin_tone_,1,👋🏾,waving hand: medium-dark skin tone,People & Body,hand-fingers-open
_ninja_light_skin_tone_,1,🥷🏻,ninja: light skin tone,People & Body,person-role
_health_worker_,1,🧑‍⚕️,health worker,People & Body,person-role
_Santa_Claus_medium_skin_tone_,1,🎅🏽,Santa Claus: medium skin tone,People & Body,person-fantasy
_water_closet_,1,🚾,water closet,Symbols,transport-sign
_water_buffalo_,1,🐃,water buffalo,Animals & Nature,animal-mammal
_nose_medium-light_skin_tone_,1,👃🏼,nose: medium-light skin tone,People & Body,body-parts
_Serbia_,1,🇷🇸,flag: Serbia,Flags,country-flag
_oil_drum_,1,🛢️,oil drum,Travel & Places,transport-ground
_old_woman_dark_skin_tone_,1,👵🏿,old woman: dark skin tone,People & Body,person
_Uzbekistan_,1,🇺🇿,flag: Uzbekistan,Flags,country-flag
_waffle_,1,🧇,waffle,Food & Drink,food-prepared
_olive_,1,🫒,olive,Food & Drink,food-fruit
_vulcan_salute_dark_skin_tone_,1,🖖🏿,vulcan salute: dark skin tone,People & Body,hand-fingers-open
_Switzerland_,1,🇨🇭,flag: Switzerland,Flags,country-flag
_one-thirty_,1,🕜,one-thirty,Travel & Places,time
_open_file_folder_,1,📂,open file folder,Objects,office
_open_hands_dark_skin_tone_,1,👐🏿,open hands: dark skin tone,People & Body,hands
_orthodox_cross_,1,☦️,orthodox cross,Symbols,religion
_Uganda_,1,🇺🇬,flag: Uganda,Flags,country-flag
_outbox_tray_,1,📤,outbox tray,Objects,mail
_seven-thirty_,1,🕢,seven-thirty,Travel & Places,time
_helicopter_,1,🚁,helicopter,Travel & Places,transport-air
_waxing_gibbous_moon_,1,🌔,waxing gibbous moon,Travel & Places,sky & weather
_Poland_,1,🇵🇱,flag: Poland,Flags,country-flag
_mosquito_,1,🦟,mosquito,Animals & Nature,animal-bug
_Malta_,1,🇲🇹,flag: Malta,Flags,country-flag
_mountain_railway_,1,🚞,mountain railway,Travel & Places,transport-ground
_NG_button_,1,🆖,NG button,Symbols,alphanum
_input_symbols_,1,🔣,input symbols,Symbols,alphanum
_North_Korea_,1,🇰🇵,flag: North Korea,Flags,country-flag
_North_Macedonia_,1,🇲🇰,flag: North Macedonia,Flags,country-flag
_input_latin_uppercase_,1,🔠,input latin uppercase,Symbols,alphanum
_input_latin_letters_,1,🔤,input latin letters,Symbols,alphanum
_information_,1,ℹ️,information,Symbols,alphanum
_nail_polish_dark_skin_tone_,1,💅🏿,nail polish: dark skin tone,People & Body,hand-prop
_nail_polish_medium-dark_skin_tone_,1,💅🏾,nail polish: medium-dark skin tone,People & Body,hand-prop
_ON!_arrow_,1,🔛,ON! arrow,Symbols,arrow
_Ophiuchus_,1,⛎,Ophiuchus,Symbols,zodiac
_P_button_,1,🅿️,P button,Symbols,alphanum
_Paraguay_,1,🇵🇾,flag: Paraguay,Flags,country-flag
_nesting_dolls_,1,🪆,nesting dolls,Activities,game
_wheel_of_dharma_,1,☸️,wheel of dharma,Symbols,religion
_horse_racing_light_skin_tone_,1,🏇🏻,horse racing: light skin tone,People & Body,person-sport
_wedding_,1,💒,wedding,Travel & Places,place-building
_Pisces_,1,♓,Pisces,Symbols,zodiac
_pager_,1,📟,pager,Objects,phone
_vampire_medium-light_skin_tone_,1,🧛🏼,vampire: medium-light skin tone,People & Body,person-fantasy
_person_medium-light_skin_tone_blond_hair_,1,👱🏼,"person: medium-light skin tone, blond hair",People & Body,person
_first_quarter_moon_face_,1,🌛,first quarter moon face,Travel & Places,sky & weather
_flamingo_,1,🦩,flamingo,Animals & Nature,animal-bird
_baby_medium_skin_tone_,1,👶🏽,baby: medium skin tone,People & Body,person
_tractor_,1,🚜,tractor,Travel & Places,transport-ground
_person_facepalming_medium_skin_tone_,1,🤦🏽,person facepalming: medium skin tone,People & Body,person-gesture
_five-thirty_,1,🕠,five-thirty,Travel & Places,time
_fishing_pole_,1,🎣,fishing pole,Activities,sport
_tooth_,1,🦷,tooth,People & Body,body-parts
_person_getting_haircut_,1,💇,person getting haircut,People & Body,person-activity
_person_getting_haircut_light_skin_tone_,1,💇🏻,person getting haircut: light skin tone,People & Body,person-activity
_toilet_,1,🚽,toilet,Objects,household
_person_in_lotus_position_light_skin_tone_,1,🧘🏻,person in lotus position: light skin tone,People & Body,person-resting
_parachute_,1,🪂,parachute,Travel & Places,transport-air
_person_in_suit_levitating_medium-light_skin_tone_,1,🕴🏼,person in suit levitating: medium-light skin tone,People & Body,person-activity
_person_in_tuxedo_medium_skin_tone_,1,🤵🏽,person in tuxedo: medium skin tone,People & Body,person-role
_bacon_,1,🥓,bacon,Food & Drink,food-prepared
_badger_,1,🦡,badger,Animals & Nature,animal-mammal
_badminton_,1,🏸,badminton,Activities,sport
_bagel_,1,🥯,bagel,Food & Drink,food-prepared
_person_light_skin_tone_,1,🧑🏻,person: light skin tone,People & Body,person
_person_medium-dark_skin_tone_beard_,1,🧔🏾,"person: medium-dark skin tone, beard",People & Body,person
_person_medium-light_skin_tone_,1,🧑🏼,person: medium-light skin tone,People & Body,person
_person_medium-light_skin_tone_beard_,1,🧔🏼,"person: medium-light skin tone, beard",People & Body,person
_tram_,1,🚊,tram,Travel & Places,transport-ground
_tram_car_,1,🚋,tram car,Travel & Places,transport-ground
_fleur-de-lis_,1,⚜️,fleur-de-lis,Symbols,other-symbol
_person_dark_skin_tone_beard_,1,🧔🏿,"person: dark skin tone, beard",People & Body,person
_abacus_,1,🧮,abacus,Objects,computer
_passport_control_,1,🛂,passport control,Symbols,transport-sign
_pause_button_,1,⏸️,pause button,Symbols,av-symbol
_fortune_cookie_,1,🥠,fortune cookie,Food & Drink,food-asian
_airplane_arrival_,1,🛬,airplane arrival,Travel & Places,transport-air
_foot_medium-light_skin_tone_,1,🦶🏼,foot: medium-light skin tone,People & Body,body-parts
_american_football_,1,🏈,american football,Activities,sport
_foot_light_skin_tone_,1,🦶🏻,foot: light skin tone,People & Body,body-parts
_foggy_,1,🌁,foggy,Travel & Places,place-other
_person_beard_,1,🧔,person: beard,People & Body,person
_flower_playing_cards_,1,🎴,flower playing cards,Activities,game
_turkey_,1,🦃,turkey,Animals & Nature,animal-bird
_person_biking_medium-light_skin_tone_,1,🚴🏼,person biking: medium-light skin tone,People & Body,person-sport
_person_bouncing_ball_,1,⛹️,person bouncing ball,People & Body,person-sport
_person_bouncing_ball_light_skin_tone_,1,⛹🏻,person bouncing ball: light skin tone,People & Body,person-sport
_person_bowing_light_skin_tone_,1,🙇🏻,person bowing: light skin tone,People & Body,person-gesture
_flexed_biceps_medium-dark_skin_tone_,1,💪🏾,flexed biceps: medium-dark skin tone,People & Body,body-parts
_trolleybus_,1,🚎,trolleybus,Travel & Places,transport-ground
_person_cartwheeling_light_skin_tone_,1,🤸🏻,person cartwheeling: light skin tone,People & Body,person-sport
_person_dark_skin_tone_bald_,1,🧑🏿‍🦲,"person: dark skin tone, bald",People & Body,person
_next_track_button_,1,⏭️,next track button,Symbols,av-symbol
